TC7_NODE_2_length_1407101_cov_253.573458_fragment_10_1 1-6092/10378	0	954	0
TC7_NODE_2_length_1407101_cov_253.573458_fragment_10_1 1-6092/10378	954	956	1
TC7_NODE_2_length_1407101_cov_253.573458_fragment_10_1 1-6092/10378	956	979	2
TC7_NODE_2_length_1407101_cov_253.573458_fragment_10_1 1-6092/10378	979	981	1
TC7_NODE_2_length_1407101_cov_253.573458_fragment_10_1 1-6092/10378	981	1689	0
TC7_NODE_2_length_1407101_cov_253.573458_fragment_10_1 1-6092/10378	1689	1694	1
TC7_NODE_2_length_1407101_cov_253.573458_fragment_10_1 1-6092/10378	1694	1708	2
TC7_NODE_2_length_1407101_cov_253.573458_fragment_10_1 1-6092/10378	1708	1713	1
TC7_NODE_2_length_1407101_cov_253.573458_fragment_10_1 1-6092/10378	1713	6092	0
TC7_NODE_2_length_1407101_cov_253.573458_fragment_16_1 1-49960/62074	0	203	0
TC7_NODE_2_length_1407101_cov_253.573458_fragment_16_1 1-49960/62074	203	219	1
TC7_NODE_2_length_1407101_cov_253.573458_fragment_16_1 1-49960/62074	219	5104	0
TC7_NODE_2_length_1407101_cov_253.573458_fragment_16_1 1-49960/62074	5104	5106	1
TC7_NODE_2_length_1407101_cov_253.573458_fragment_16_1 1-49960/62074	5106	5123	2
TC7_NODE_2_length_1407101_cov_253.573458_fragment_16_1 1-49960/62074	5123	5125	1
TC7_NODE_2_length_1407101_cov_253.573458_fragment_16_1 1-49960/62074	5125	5346	0
TC7_NODE_2_length_1407101_cov_253.573458_fragment_16_1 1-49960/62074	5346	5348	1
TC7_NODE_2_length_1407101_cov_253.573458_fragment_16_1 1-49960/62074	5348	5366	2
TC7_NODE_2_length_1407101_cov_253.573458_fragment_16_1 1-49960/62074	5366	5369	1
TC7_NODE_2_length_1407101_cov_253.573458_fragment_16_1 1-49960/62074	5369	5372	2
TC7_NODE_2_length_1407101_cov_253.573458_fragment_16_1 1-49960/62074	5372	5373	1
TC7_NODE_2_length_1407101_cov_253.573458_fragment_16_1 1-49960/62074	5373	15711	0
TC7_NODE_2_length_1407101_cov_253.573458_fragment_16_1 1-49960/62074	15711	15713	1
TC7_NODE_2_length_1407101_cov_253.573458_fragment_16_1 1-49960/62074	15713	15729	2
